student_id,cohort_year,program,semester,attendance_rate,assignment_score,quiz_average,midterm_score,final_exam_score,lms_logins,study_hours_per_week,internet_access,part_time_work_hours,commute_minutes,ai_tool_usage_frequency,previous_gpa,final_grade,passed,submission_delay_days,missing_reason_flag
S100624,2024,Economics,2,79.85,89.03,77.18,100.0,100.0,58,12.58,stable,2.26,29.82,sometimes,3.19,96.2,1,1.0,none
S100625,2022,Economics,3,76.99,78.94,53.71,90.5,95.73,61,4.37,stable,15.34,72.46,often,2.9,81.49,1,1.0,none
S100626,2023,Economics,7,78.97,76.06,65.89,100.0,86.88,74,14.79,limited,0.0,57.51,sometimes,2.88,87.52,1,4.0,none
S100627,2021,Psychology,7,79.99,83.28,66.88,100.0,93.75,44,7.85,limited,7.71,58.57,never,2.41,79.17,1,0.0,none
S100628,2023,Psychology,3,90.71,84.48,68.31,100.0,91.01,52,5.9,stable,12.37,47.08,rarely,2.7,84.61,1,0.0,none
S100629,2024,Psychology,1,69.97,76.67,72.9,100.0,95.44,47,11.25,stable,20.29,27.39,sometimes,3.17,85.67,1,1.0,none
S100630,2024,Education,4,85.83,87.6,74.58,100.0,100.0,35,8.37,stable,5.97,45.76,often,2.98,92.26,1,0.0,none
S100631,2024,Economics,5,63.36,82.06,74.66,91.32,98.61,53,8.98,stable,5.5,28.72,often,3.37,84.35,1,2.0,none
S100632,2021,Public Health,4,81.65,93.65,64.89,100.0,100.0,42,12.0,stable,9.63,64.34,sometimes,3.43,93.55,1,0.0,none
S100633,2022,Computer Science,8,95.6,100.0,71.34,100.0,100.0,63,14.6,stable,12.46,42.28,often,2.89,95.86,1,0.0,none
S100634,2021,Economics,7,62.67,66.98,59.24,89.61,90.42,31,7.6,stable,8.92,39.72,sometimes,2.17,66.16,1,1.0,none
S100635,2021,Economics,7,63.91,72.93,58.99,90.3,94.45,49,6.15,stable,17.34,37.29,very_often,2.66,77.56,1,0.0,self_report_missing
S100636,2023,Economics,1,82.68,66.5,72.16,100.0,100.0,37,11.75,stable,4.41,66.32,rarely,2.96,87.5,1,2.0,none
S100637,2023,Education,7,91.39,93.41,76.17,100.0,92.44,64,13.56,limited,10.84,9.19,sometimes,2.65,90.19,1,0.0,self_report_missing
S100638,2023,Computer Science,7,81.07,92.11,68.08,100.0,95.75,55,17.53,stable,13.12,68.09,sometimes,2.53,80.28,1,1.0,self_report_missing
S100639,2024,Education,4,63.32,79.98,67.9,100.0,92.02,42,6.6,stable,7.2,31.65,sometimes,3.03,80.79,1,2.0,none
S100640,2023,Computer Science,5,72.26,79.44,82.14,100.0,100.0,63,9.3,stable,15.88,9.69,never,4.0,93.58,1,2.0,none
S100641,2024,Computer Science,7,78.77,91.92,74.53,100.0,,54,16.41,limited,11.04,21.46,never,2.78,86.12,1,1.0,none
S100642,2021,Economics,8,67.98,94.54,79.25,100.0,,61,19.64,limited,15.52,5.29,sometimes,3.0,89.54,1,1.0,none
S100643,2022,Public Health,5,79.38,68.68,51.19,94.44,82.32,47,6.62,stable,11.36,46.77,often,2.41,74.85,1,1.0,none
S100644,2023,Psychology,1,88.14,91.72,74.65,100.0,100.0,56,7.66,stable,12.63,16.31,often,3.56,94.68,1,1.0,none
S100645,2024,Public Health,5,79.38,89.35,83.84,100.0,100.0,66,13.27,stable,5.57,38.04,rarely,3.39,93.06,1,2.0,none
S100646,2021,Computer Science,6,100.0,78.36,75.33,100.0,100.0,62,8.95,stable,5.58,55.42,often,3.36,93.19,1,1.0,none
S100647,2023,Computer Science,1,92.12,87.4,73.08,100.0,100.0,45,7.1,stable,18.57,22.9,sometimes,3.61,94.01,1,3.0,self_report_missing
S100648,2023,Computer Science,7,93.2,79.69,75.51,100.0,100.0,68,11.94,stable,14.45,30.17,very_often,2.81,85.08,1,2.0,none
S100649,2021,Computer Science,2,91.41,81.67,79.59,100.0,100.0,51,18.75,stable,2.84,11.54,rarely,2.86,88.78,1,2.0,none
S100650,2022,Public Health,8,81.95,84.83,73.6,100.0,100.0,40,5.21,limited,11.27,28.01,often,3.77,92.73,1,1.0,none
S100651,2024,Economics,5,79.88,93.87,92.52,100.0,100.0,58,18.74,stable,0.0,81.33,very_often,3.28,99.36,1,0.0,none
S100652,2023,Computer Science,3,72.49,77.16,64.23,85.48,77.56,62,8.93,stable,5.98,49.0,often,2.0,72.83,1,2.0,self_report_missing
S100653,2022,Computer Science,1,90.28,89.25,72.51,100.0,100.0,42,12.22,stable,16.73,30.23,often,3.2,96.38,1,1.0,none
S100654,2024,Economics,1,74.43,89.09,63.37,95.32,88.8,69,18.43,stable,9.12,23.99,sometimes,2.74,77.48,1,3.0,none
S100655,2022,Public Health,6,100.0,94.74,86.37,100.0,98.78,56,12.6,stable,10.83,34.23,often,3.4,97.08,1,2.0,none
S100656,2024,Psychology,4,72.09,88.51,65.94,97.15,,47,10.66,unstable,0.0,37.34,sometimes,3.18,92.89,1,0.0,system_issue
S100657,2022,Economics,7,76.3,72.5,83.02,97.55,89.54,68,14.65,limited,7.25,27.46,sometimes,2.22,77.69,1,2.0,none
S100658,2023,Education,2,80.08,83.64,77.1,93.52,100.0,43,10.23,stable,12.37,44.54,very_often,3.12,85.71,1,1.0,self_report_missing
S100659,2022,Psychology,8,75.32,81.02,77.92,100.0,100.0,80,13.29,limited,13.26,17.84,sometimes,3.09,87.06,1,3.0,none
S100660,2022,Computer Science,8,100.0,91.74,81.92,100.0,100.0,52,9.74,stable,16.74,17.75,sometimes,3.16,100.0,1,1.0,self_report_missing
S100661,2024,Psychology,1,78.93,85.42,85.2,100.0,100.0,58,15.19,stable,8.53,41.66,very_often,3.26,89.61,1,5.0,none
S100662,2021,Psychology,6,83.91,79.72,60.3,100.0,100.0,65,5.02,stable,8.84,13.96,sometimes,3.67,90.53,1,0.0,self_report_missing
S100663,2021,Psychology,8,75.97,75.46,63.55,100.0,100.0,51,7.39,stable,0.68,48.12,rarely,3.19,85.82,1,2.0,none
S100664,2022,Economics,3,82.52,81.55,78.57,100.0,86.76,61,4.97,stable,8.57,34.74,sometimes,3.01,80.29,1,5.0,none
S100665,2023,Computer Science,1,85.5,77.32,90.11,100.0,100.0,33,11.65,stable,1.17,2.1,often,3.52,93.16,1,2.0,none
S100666,2024,Public Health,8,76.77,88.38,68.94,100.0,100.0,42,5.12,stable,0.0,36.97,often,4.0,91.01,1,0.0,none
S100667,2024,Education,4,78.03,87.56,62.32,100.0,89.57,55,8.69,limited,2.4,4.67,rarely,3.41,88.32,1,3.0,none
S100668,2022,Economics,1,88.18,80.21,75.05,100.0,100.0,61,5.37,stable,20.56,47.48,sometimes,3.09,94.71,1,3.0,none
S100669,2022,Economics,7,90.17,100.0,85.01,100.0,100.0,69,18.01,limited,8.11,30.52,sometimes,3.19,95.47,1,1.0,self_report_missing
S100670,2021,Economics,6,81.58,83.28,73.74,96.11,100.0,57,6.62,stable,11.54,68.32,often,3.12,87.04,1,2.0,none
S100671,2023,Economics,1,78.38,78.39,70.01,99.97,100.0,60,5.7,limited,6.41,54.28,often,3.01,93.54,1,1.0,none
S100672,2024,Psychology,3,85.07,88.64,70.91,100.0,100.0,61,13.12,stable,0.0,15.91,very_often,3.97,92.32,1,3.0,none
S100673,2023,Economics,1,76.45,89.02,70.75,100.0,94.21,36,18.27,stable,16.55,0.0,sometimes,2.66,81.09,1,1.0,none
S100674,2023,Economics,8,76.53,88.9,75.27,100.0,98.56,69,11.48,stable,0.0,21.41,sometimes,3.52,95.3,1,2.0,none
S100675,2022,Economics,1,63.55,75.23,64.44,92.97,99.98,42,11.34,unstable,6.12,13.02,sometimes,2.94,79.74,1,3.0,none
S100676,2024,Economics,7,69.65,72.66,54.65,81.41,92.93,61,17.04,stable,9.62,67.86,sometimes,2.33,72.61,1,4.0,none
S100677,2022,Computer Science,5,90.58,80.58,82.1,100.0,97.15,60,15.02,stable,11.61,34.81,sometimes,2.92,96.46,1,2.0,none
S100678,2021,Computer Science,5,72.12,80.81,76.49,95.97,,55,13.52,limited,4.91,51.8,never,2.75,80.28,1,2.0,none
S100679,2022,Psychology,7,80.35,73.81,69.31,100.0,98.67,39,9.38,stable,0.0,29.87,rarely,3.26,85.6,1,1.0,none
S100680,2021,Computer Science,8,75.27,82.64,72.46,88.93,92.32,34,13.7,limited,4.39,31.77,very_often,3.04,79.36,1,0.0,none
S100681,2022,Public Health,2,91.75,61.27,67.12,100.0,100.0,38,5.5,stable,4.76,34.41,never,2.54,82.78,1,1.0,none
S100682,2021,Education,1,75.9,87.85,73.07,89.94,100.0,60,8.83,stable,4.59,54.92,sometimes,3.66,87.78,1,2.0,self_report_missing
S100683,2022,Economics,1,87.52,99.56,86.18,100.0,100.0,43,17.1,stable,16.79,40.61,often,3.49,94.1,1,3.0,none
S100684,2023,Psychology,6,86.43,96.5,88.13,100.0,100.0,50,17.74,stable,1.5,15.97,never,3.71,100.0,1,2.0,self_report_missing
S100685,2022,Computer Science,5,82.14,95.74,83.52,100.0,100.0,60,13.0,stable,12.11,64.21,rarely,3.11,93.45,1,2.0,none
S100686,2022,Psychology,1,84.61,80.92,77.85,100.0,99.7,34,2.43,stable,11.11,29.73,sometimes,2.98,85.14,1,2.0,none
S100687,2024,Computer Science,2,84.85,79.12,73.4,100.0,100.0,42,5.23,stable,16.72,26.8,sometimes,3.32,85.9,1,4.0,none
S100688,2023,Psychology,5,86.37,77.06,91.84,100.0,100.0,52,8.22,limited,9.07,0.0,sometimes,2.74,90.36,1,2.0,none
S100689,2023,Economics,6,78.12,77.83,83.75,100.0,94.26,55,9.98,limited,15.54,46.42,sometimes,3.06,82.28,1,2.0,none
S100690,2022,Public Health,3,98.94,83.28,71.28,100.0,100.0,38,5.67,stable,8.79,36.82,rarely,2.92,91.25,1,2.0,none
S100691,2024,Psychology,8,78.47,73.3,68.09,100.0,100.0,53,9.85,stable,13.04,36.8,never,2.34,85.24,1,2.0,none
S100692,2022,Public Health,8,65.65,87.08,60.23,93.64,97.96,64,19.95,stable,0.0,27.75,never,3.06,84.38,1,5.0,none
S100693,2022,Public Health,7,84.17,89.9,74.75,100.0,100.0,42,13.8,limited,0.0,24.65,sometimes,2.8,87.52,1,0.0,none
S100694,2024,Public Health,4,82.08,80.5,85.45,100.0,94.31,56,11.97,limited,12.64,28.35,sometimes,2.89,88.89,1,2.0,none
S100695,2023,Education,8,83.0,84.74,92.87,100.0,100.0,41,6.38,stable,13.02,43.34,very_often,3.16,89.36,1,2.0,none
S100696,2023,Computer Science,6,82.4,76.8,74.23,100.0,100.0,48,3.56,stable,13.33,46.5,never,3.57,90.36,1,2.0,none
S100697,2023,Education,5,55.28,66.91,62.86,97.46,100.0,54,5.97,unstable,6.33,30.84,sometimes,2.62,74.59,1,1.0,none
S100698,2023,Psychology,4,57.45,56.3,65.67,100.0,98.61,41,2.81,limited,20.43,52.08,sometimes,2.85,72.37,1,4.0,none
S100699,2022,Public Health,7,96.51,84.62,89.95,100.0,100.0,65,11.8,stable,6.78,33.58,often,2.66,94.33,1,0.0,none
S100700,2022,Computer Science,5,70.82,92.75,61.72,100.0,95.23,62,12.69,limited,12.95,25.92,sometimes,2.63,77.41,1,0.0,self_report_missing
S100701,2022,Economics,2,89.94,72.62,90.69,100.0,100.0,60,6.52,stable,14.16,38.57,never,2.73,85.6,1,1.0,self_report_missing
S100702,2021,Psychology,8,66.5,77.93,66.47,96.72,100.0,56,10.9,stable,22.03,10.53,sometimes,2.91,78.79,1,3.0,none
S100703,2024,Computer Science,1,69.48,85.22,67.76,100.0,93.57,70,17.99,limited,7.78,39.19,sometimes,3.26,83.84,1,2.0,none
S100704,2022,Computer Science,6,90.85,83.52,80.39,100.0,100.0,67,20.38,stable,5.43,7.24,often,3.14,95.82,1,1.0,none
S100705,2023,Economics,6,78.93,85.26,65.94,100.0,84.81,38,15.47,stable,0.0,16.5,rarely,2.52,83.38,1,2.0,none
S100706,2023,Public Health,5,88.87,83.3,83.03,100.0,100.0,44,9.54,unstable,20.87,0.0,often,3.58,94.5,1,2.0,none
S100707,2023,Psychology,1,81.09,91.53,67.3,100.0,98.81,54,14.29,limited,12.95,31.85,sometimes,3.42,90.88,1,1.0,system_issue
S100708,2022,Education,4,76.32,91.8,73.16,100.0,97.47,57,17.03,stable,13.17,63.97,often,2.59,86.48,1,0.0,none
S100709,2022,Computer Science,8,78.63,76.1,76.86,100.0,100.0,47,0.42,stable,31.82,32.89,rarely,3.55,93.6,1,1.0,self_report_missing
S100710,2024,Public Health,2,67.0,87.96,84.5,100.0,89.0,49,17.69,limited,12.28,46.58,often,3.15,81.49,1,2.0,none
S100711,2023,Psychology,6,93.88,77.54,81.1,100.0,100.0,75,9.48,stable,0.88,77.34,often,2.93,92.52,1,2.0,none
S100712,2024,Psychology,7,94.88,90.89,88.15,100.0,100.0,51,8.9,unstable,8.63,42.27,sometimes,3.16,94.22,1,0.0,none
S100713,2024,Education,8,72.16,77.94,66.39,95.26,94.71,51,10.15,stable,3.18,21.23,sometimes,2.99,83.42,1,1.0,none
S100714,2023,Public Health,5,72.94,71.14,77.04,100.0,92.06,46,12.86,stable,7.23,23.7,rarely,3.25,85.65,1,2.0,none
S100715,2021,Psychology,3,79.07,82.64,56.0,88.31,96.94,38,6.42,stable,7.18,35.01,sometimes,3.08,84.11,1,1.0,none
S100716,2023,Economics,6,81.51,86.28,71.56,100.0,97.42,51,10.25,limited,5.89,23.61,often,2.85,91.96,1,2.0,self_report_missing
S100717,2021,Public Health,4,71.67,85.24,68.09,83.51,91.26,55,14.34,unstable,0.25,24.95,sometimes,2.09,72.02,1,1.0,none
S100718,2023,Education,6,87.72,94.91,81.2,100.0,100.0,53,11.29,stable,21.15,52.73,often,3.24,97.49,1,5.0,none
S100719,2024,Economics,6,79.77,86.25,61.94,100.0,97.82,73,12.75,stable,12.09,53.47,often,2.83,84.97,1,2.0,none
S100720,2023,Economics,6,80.73,83.54,73.22,100.0,100.0,51,9.87,limited,8.42,5.36,often,3.35,88.46,1,4.0,self_report_missing
S100721,2022,Computer Science,2,100.0,99.37,80.93,100.0,100.0,57,13.9,stable,15.3,20.27,often,3.22,100.0,1,1.0,self_report_missing
S100722,2021,Psychology,7,76.2,81.02,70.45,94.94,90.26,66,15.69,stable,13.3,26.65,sometimes,2.84,84.39,1,0.0,none
S100723,2024,Psychology,5,97.25,85.76,89.7,100.0,100.0,57,15.53,limited,11.93,45.78,sometimes,3.46,95.57,1,1.0,none
S100724,2021,Education,8,92.71,84.45,77.4,100.0,100.0,62,12.74,limited,14.79,55.58,rarely,3.09,94.53,1,2.0,none
S100725,2021,Computer Science,6,82.0,95.9,77.56,100.0,96.9,43,15.35,limited,10.94,83.64,often,3.07,91.37,1,1.0,none
S100726,2022,Computer Science,8,62.76,77.13,66.27,98.02,96.67,41,14.74,stable,14.69,26.62,very_often,2.94,79.45,1,1.0,none
S100727,2021,Education,8,87.21,100.0,95.09,100.0,100.0,66,22.82,stable,15.27,27.52,sometimes,3.76,98.78,1,2.0,system_issue
S100728,2022,Psychology,8,71.03,86.81,79.01,100.0,86.59,54,16.59,unstable,11.14,45.59,very_often,2.68,84.46,1,1.0,none
S100729,2023,Public Health,6,81.88,83.05,70.71,100.0,91.98,44,10.92,stable,8.46,22.72,very_often,2.85,83.4,1,1.0,none
S100730,2022,Education,5,68.18,61.63,83.07,95.29,100.0,49,6.24,stable,20.71,32.46,sometimes,2.44,79.52,1,1.0,none
S100731,2021,Psychology,1,88.38,88.54,72.91,100.0,100.0,55,10.29,limited,6.65,27.53,often,3.33,94.81,1,1.0,none
S100732,2021,Economics,4,91.78,75.71,81.23,100.0,100.0,45,9.49,stable,12.74,0.0,sometimes,2.74,88.82,1,4.0,none
S100733,2022,Psychology,4,88.88,95.81,68.95,100.0,98.45,50,13.27,limited,12.9,37.22,rarely,2.79,96.02,1,1.0,none
S100734,2021,Psychology,7,76.96,82.34,74.83,100.0,93.06,53,8.39,stable,5.73,31.72,never,2.77,84.79,1,2.0,self_report_missing
S100735,2023,Economics,5,67.16,80.83,77.75,100.0,86.4,46,17.02,unstable,4.35,57.88,sometimes,3.03,87.06,1,3.0,none
S100736,2022,Education,4,82.18,82.56,59.64,100.0,100.0,41,5.15,stable,7.52,35.1,often,2.44,85.81,1,1.0,none
S100737,2022,Economics,2,94.49,69.19,65.42,88.52,95.02,54,4.13,stable,6.55,12.41,sometimes,1.99,82.14,1,4.0,none
S100738,2022,Computer Science,6,80.66,74.54,88.62,100.0,100.0,53,11.39,unstable,0.0,30.35,often,3.21,95.81,1,1.0,none
S100739,2022,Economics,4,82.32,72.52,59.27,99.22,83.47,45,7.77,stable,5.44,0.0,often,2.05,69.61,1,0.0,none
S100740,2021,Education,1,79.41,88.85,76.4,100.0,100.0,38,5.39,limited,11.86,13.2,often,3.38,92.31,1,1.0,none
S100741,2021,Computer Science,3,80.74,80.69,79.99,100.0,100.0,39,7.62,stable,18.86,46.44,sometimes,3.7,91.85,1,0.0,none
S100742,2024,Education,8,84.87,76.37,72.3,84.05,97.48,49,7.46,limited,13.88,30.55,sometimes,2.93,83.31,1,3.0,none
S100743,2021,Computer Science,1,80.3,80.05,66.67,100.0,100.0,76,12.05,limited,0.0,51.61,rarely,3.58,87.8,1,1.0,none
S100744,2023,Psychology,4,87.47,71.45,79.98,100.0,100.0,57,8.05,stable,14.49,0.0,rarely,2.99,86.17,1,3.0,self_report_missing
S100745,2022,Computer Science,5,91.62,85.4,81.87,100.0,100.0,38,9.09,stable,6.09,30.64,rarely,3.72,92.31,1,0.0,none
S100746,2022,Education,1,84.64,74.51,80.94,96.7,91.42,61,10.92,stable,13.17,26.44,rarely,2.79,84.92,1,1.0,none
S100747,2022,Education,2,77.02,75.69,68.1,100.0,90.13,49,15.77,unstable,9.9,52.21,rarely,1.94,80.08,1,0.0,none
S100748,2023,Economics,8,69.29,98.26,73.91,90.72,100.0,58,17.93,unstable,8.65,47.11,sometimes,2.96,85.88,1,0.0,none
S100749,2024,Education,5,73.53,87.44,80.78,100.0,100.0,47,11.92,unstable,9.28,46.56,sometimes,3.77,91.87,1,1.0,none
S100750,2022,Psychology,2,81.9,88.42,69.7,100.0,100.0,76,12.23,stable,9.84,62.75,rarely,3.24,87.85,1,3.0,none
S100751,2022,Computer Science,2,80.74,85.69,82.09,100.0,100.0,39,9.62,stable,19.41,28.37,often,2.77,86.02,1,1.0,none
S100752,2022,Computer Science,4,73.21,77.55,71.21,100.0,100.0,58,13.38,limited,9.86,59.03,sometimes,3.15,85.09,1,1.0,none
S100753,2022,Education,6,84.36,83.51,76.44,100.0,100.0,47,12.35,limited,17.6,16.2,very_often,3.44,92.53,1,1.0,none
S100754,2023,Public Health,6,91.7,96.07,88.57,100.0,100.0,67,16.64,stable,16.58,15.54,sometimes,2.96,99.16,1,1.0,none
S100755,2022,Computer Science,2,99.35,81.17,84.7,100.0,100.0,50,2.33,stable,14.67,48.55,never,4.0,94.41,1,2.0,none
S100756,2022,Public Health,6,95.9,89.02,74.72,100.0,100.0,68,10.94,stable,0.0,7.91,very_often,2.77,91.04,1,1.0,none
S100757,2024,Computer Science,8,71.17,94.71,77.91,100.0,100.0,61,12.1,stable,17.82,45.31,often,3.45,95.46,1,1.0,none
S100758,2021,Computer Science,2,72.39,70.95,78.51,89.69,97.69,45,11.34,stable,6.79,36.82,sometimes,3.34,80.38,1,4.0,none
S100759,2022,Economics,1,76.45,71.78,66.87,100.0,100.0,81,6.57,stable,15.01,54.29,sometimes,2.69,85.82,1,1.0,none
S100760,2023,Computer Science,8,81.74,74.46,76.4,85.4,95.89,55,5.9,stable,3.19,33.93,sometimes,2.81,80.75,1,1.0,none
S100761,2021,Public Health,5,78.86,87.43,70.18,100.0,100.0,51,15.49,unstable,1.7,36.01,sometimes,3.46,92.49,1,1.0,none
S100762,2021,Education,7,73.02,68.88,71.6,100.0,93.5,51,6.69,limited,23.83,44.17,often,3.07,81.43,1,4.0,none
S100763,2021,Psychology,3,76.91,73.02,75.81,96.7,100.0,53,3.84,unstable,3.3,23.07,sometimes,3.15,87.03,1,0.0,none
S100764,2024,Education,3,82.99,78.51,74.57,95.97,92.14,63,14.41,stable,18.02,22.29,rarely,2.26,86.24,1,3.0,none
S100765,2021,Public Health,2,70.16,86.51,58.32,94.01,97.51,59,13.2,stable,10.83,43.54,never,3.3,83.52,1,0.0,none
S100766,2021,Economics,2,100.0,93.36,79.61,100.0,96.53,65,10.91,stable,7.06,34.47,rarely,3.13,97.74,1,2.0,none
S100767,2021,Computer Science,4,82.38,78.31,63.54,100.0,100.0,59,7.11,stable,9.69,27.67,rarely,2.97,86.17,1,1.0,none
S100768,2021,Computer Science,1,93.59,94.57,88.08,100.0,100.0,45,11.42,stable,0.89,33.51,sometimes,3.16,93.96,1,1.0,self_report_missing
S100769,2023,Public Health,7,70.44,79.65,69.26,100.0,87.11,80,16.68,limited,9.9,63.7,often,2.82,80.47,1,2.0,none
S100770,2022,Education,5,83.02,64.3,77.27,100.0,100.0,69,4.54,limited,2.42,27.03,rarely,2.73,83.04,1,3.0,none
S100771,2023,Computer Science,8,79.24,72.11,60.57,100.0,87.13,56,4.38,limited,7.23,26.5,sometimes,2.89,75.42,1,1.0,none
S100772,2023,Public Health,5,90.64,81.72,76.18,100.0,100.0,52,7.86,stable,16.48,4.27,rarely,2.79,90.34,1,2.0,none
S100773,2024,Education,3,85.97,96.92,83.17,100.0,100.0,54,10.94,stable,11.78,34.24,sometimes,3.98,100.0,1,1.0,none
S100774,2021,Computer Science,5,99.53,99.65,100.0,100.0,100.0,50,9.77,stable,0.0,46.82,sometimes,3.41,100.0,1,0.0,none
S100775,2024,Psychology,2,63.88,78.92,74.73,100.0,95.48,52,13.62,stable,15.96,50.05,sometimes,2.56,85.43,1,1.0,none
S100776,2023,Computer Science,7,93.45,100.0,95.22,100.0,100.0,35,16.1,limited,9.95,36.95,very_often,3.92,100.0,1,0.0,none
S100777,2021,Economics,6,81.34,91.26,87.42,100.0,100.0,71,12.76,stable,6.2,52.21,very_often,2.81,89.67,1,1.0,none
S100778,2023,Psychology,2,67.89,75.67,73.11,100.0,96.45,67,13.3,limited,15.23,48.16,often,3.01,82.14,1,2.0,none
S100779,2024,Education,5,100.0,91.54,82.79,100.0,100.0,38,12.52,stable,8.83,55.03,often,3.4,99.58,1,1.0,none
S100780,2022,Education,5,90.97,95.89,68.65,100.0,86.7,65,11.9,unstable,1.84,52.72,sometimes,2.11,85.64,1,1.0,none
S100781,2024,Education,2,55.99,71.34,64.41,92.81,,44,4.34,unstable,22.93,63.26,sometimes,2.89,74.62,1,2.0,none
S100782,2022,Computer Science,1,82.39,79.11,50.55,85.85,100.0,47,6.58,stable,9.88,31.95,sometimes,2.74,76.59,1,1.0,none
S100783,2023,Psychology,7,87.15,81.58,73.48,100.0,100.0,54,5.17,limited,9.43,11.11,often,3.09,87.73,1,3.0,none
S100784,2024,Education,3,86.96,77.3,78.39,100.0,98.99,34,10.76,stable,7.16,46.95,rarely,3.17,91.13,1,1.0,none
S100785,2022,Computer Science,5,92.9,81.2,76.29,100.0,100.0,55,11.58,limited,18.26,49.05,rarely,2.97,84.29,1,2.0,none
S100786,2024,Computer Science,2,90.11,71.98,62.36,90.41,100.0,49,4.97,limited,6.33,63.26,never,2.94,76.06,1,1.0,none
S100787,2022,Economics,6,83.11,92.18,77.88,100.0,100.0,55,12.33,limited,0.0,58.06,sometimes,3.48,95.73,1,0.0,none
S100788,2023,Public Health,1,100.0,83.08,68.17,100.0,,37,7.64,limited,5.25,70.02,often,3.14,89.63,1,1.0,none
S100789,2023,Psychology,3,91.06,80.23,86.71,100.0,100.0,54,5.65,stable,19.29,46.16,never,3.02,93.15,1,1.0,none
S100790,2022,Computer Science,5,75.26,76.25,69.27,100.0,84.58,61,7.92,limited,15.82,39.12,sometimes,3.07,86.46,1,1.0,none
S100791,2022,Education,4,82.51,75.89,64.07,100.0,100.0,53,6.3,stable,8.21,10.07,sometimes,3.83,86.17,1,0.0,system_issue
S100792,2022,Computer Science,5,94.71,94.73,78.17,100.0,90.7,54,13.16,stable,19.61,40.55,often,3.08,87.29,1,1.0,none
S100793,2021,Public Health,2,73.14,64.48,75.37,100.0,100.0,81,10.03,stable,15.24,25.05,never,2.77,80.93,1,3.0,self_report_missing
S100794,2021,Computer Science,4,69.13,70.04,66.61,100.0,89.6,45,15.02,limited,8.13,38.81,never,2.14,73.2,1,3.0,none
S100795,2022,Economics,7,75.73,64.98,59.81,95.35,96.74,59,9.3,stable,8.84,35.98,sometimes,2.35,75.74,1,2.0,none
S100796,2021,Computer Science,3,83.98,74.46,67.36,99.58,100.0,54,9.19,stable,12.31,43.49,sometimes,2.79,86.1,1,1.0,none
S100797,2021,Psychology,2,76.39,89.72,74.57,98.03,100.0,83,20.1,unstable,4.18,33.25,often,2.95,89.25,1,3.0,self_report_missing
S100798,2023,Computer Science,7,66.67,77.36,60.87,90.96,90.59,49,3.89,stable,10.03,51.83,sometimes,2.75,76.99,1,0.0,none
S100799,2023,Computer Science,7,96.07,85.09,73.67,100.0,100.0,66,16.81,stable,12.16,0.0,very_often,3.16,95.24,1,1.0,none
S100800,2023,Public Health,6,76.32,83.97,74.1,100.0,100.0,66,19.45,stable,0.0,38.42,sometimes,2.74,88.28,1,2.0,self_report_missing
S100801,2022,Economics,7,98.87,75.52,68.41,100.0,100.0,47,14.75,stable,8.67,56.64,sometimes,2.59,86.12,1,3.0,none
S100802,2024,Education,7,81.83,81.36,82.34,100.0,100.0,43,9.88,limited,7.88,68.66,very_often,3.28,92.73,1,0.0,none
S100803,2023,Economics,6,97.86,98.11,94.31,100.0,100.0,57,17.05,stable,17.2,48.18,rarely,3.62,96.62,1,2.0,none
S100804,2021,Education,5,84.1,83.57,63.5,100.0,91.61,63,10.55,stable,0.0,65.33,often,2.5,85.81,1,1.0,none
S100805,2021,Psychology,1,92.22,70.85,71.65,99.87,100.0,54,8.24,limited,7.33,38.04,never,3.11,87.67,1,1.0,none
S100806,2023,Psychology,5,79.1,77.09,62.77,100.0,100.0,49,9.72,limited,6.63,35.05,sometimes,2.14,76.61,1,1.0,none
S100807,2021,Computer Science,3,76.52,65.79,65.47,100.0,86.91,65,8.1,limited,16.72,44.53,rarely,2.34,74.58,1,2.0,none
S100808,2023,Education,7,91.39,69.23,74.58,100.0,100.0,29,6.96,stable,9.7,34.94,sometimes,2.74,88.89,1,3.0,self_report_missing
S100809,2024,Education,4,100.0,93.4,88.92,100.0,100.0,44,15.19,limited,22.57,20.92,often,3.51,96.8,1,4.0,none
S100810,2021,Education,8,77.63,77.38,71.24,97.07,100.0,22,7.35,stable,14.64,25.73,never,2.65,84.71,1,2.0,none
S100811,2021,Public Health,5,88.62,77.9,84.17,100.0,93.92,67,11.3,stable,7.13,14.98,rarely,2.63,89.7,1,4.0,none
S100812,2024,Computer Science,5,81.69,69.27,71.34,95.14,100.0,46,4.57,stable,11.68,44.51,sometimes,3.02,83.97,1,1.0,none
S100813,2023,Education,8,83.69,82.25,65.89,100.0,98.18,64,11.54,limited,7.52,35.21,rarely,3.02,84.11,1,2.0,none
S100814,2021,Education,4,80.61,68.06,56.85,95.06,87.66,47,5.52,stable,16.02,28.51,sometimes,2.65,76.06,1,2.0,none
S100815,2024,Economics,4,62.75,83.44,84.74,100.0,100.0,59,6.63,limited,0.67,24.8,very_often,3.89,87.15,1,1.0,none
S100816,2024,Psychology,3,78.94,82.89,75.88,100.0,100.0,52,11.17,stable,4.23,44.09,rarely,2.88,86.04,1,5.0,none
S100817,2023,Economics,8,91.76,96.04,81.23,100.0,100.0,63,15.7,stable,13.19,49.05,sometimes,3.05,91.2,1,2.0,none
